Topic Name,Links,Information and Text,Cluster
7.28.3.pipeline interface,#pipeline-interface,"7.28.3.pipeline interface the complete api documentation forcuda::memcpy_asyncis provided in thelibcudacxx apidocumentation along with some examples. thepipelineinterface requires for a c-like interface, when compiling without iso c++ 2011 compatibility, seepipeline primitives interface.",6
7.28.4.pipeline primitives interface,#pipeline-primitives-interface,"7.28.4.pipeline primitives interface pipeline primitives are a c-like interface formemcpy_asyncfunctionality. the pipeline primitives interface is available by including the<cuda_pipeline.h>header. when compiling without iso c++ 2011 compatibility, include the<cuda_pipeline_primitives.h>header.",6
7.29.asynchronous data copies using tensor memory access (tma),#asynchronous-data-copies-using-tensor-memory-access-tma,"7.29.asynchronous data copies using tensor memory access (tma) many applications require movement of large amounts of data from and to global
memory. often, the data is laid out in global memory as a multi-dimensional
array with non-sequential data acess patterns. to reduce global memory usage,
sub-tiles of such arrays are copied to shared memory before use in computations.
the loading and storing involves addreses-calculations that can be error-prone
and repetitive. to offload these computations, compute capability 9.0 introduces
tensor memory acces (tma). the primary goal of tma is to provide an efficient
data transfer mechanism from global memory to shared memory for
multi-dimensional arrays. naming. tensor memory access (tma) is a broad term used to market the
features described in this section. for the purpose of forward-compatibility and
to reduce discrepancies with the ptx isa, the text in this section refers to tma
operations as either bulk-asynchronous copies or bulk tensor asynchronous
copies, depending on the specific type of copy used. the term bulk is used to
contrast these operations with the asynchronous memory operations described in
the previous sections. dimensions. tma supports copying both one-dimensional and multi-dimensional
arrays (up to 5-dimensional). the programming model forbulk-asynchronous
copiesof one-dimensional contiguous arrays is different from the programming
model forbulk tensor asynchronous copiesof multi-dimensional arrays. to
perform a bulk tensor asynchronous copy of a multi-dimensional array, the
hardware requires atensor map.
this object describes the layout of the multi-dimensional array in global and
shared memory. a tensor map is created on the host using thecutensormapencode
api.
the tensor map is transferred from host to device as aconstkernel
parameter annotated with__grid_constant__, and can be used on the device to
copy a tile of data between shared and global memory. in contrast, performing a
bulk-asynchronous copy of a contiguous one-dimensional array does not require a
tensor map: it can be performed on-device with a pointer and size parameter. source and destination. the source and destination addresses of bulk-asynchronous copy
operations can be in shared or global memory. the operations can read data from global to
shared memory, write data from shared to global memory, and also copy from
shared memory todistributed shared memoryof another block in the same cluster.
in addition, when in a cluster, a bulk-asynchronous operation can be specified as being
multicast. in this case, data can be transferred from global memory to the
shared memory of multiple blocks within the cluster. the multicast feature is
optimized for target architecturesm_90aand may havesignificantly reduced performanceon
other targets. hence, it is advised to be used withcompute architecturesm_90a. asynchronous. data transfers using tma areasynchronous. this allows the initiating
thread to continue computing while the hardware asynchronously copies the data.whether the data transfer occurs asynchronously in practice is up to the hardware implementation and may change in the future.
there are severalcompletion mechanismsthat bulk-asynchronous operations can use to signal that they have completed.
when the operation reads from global to shared memory, any
thread in the block can wait for the data to be readable in shared memory by
waiting on ashared memory barrier. when the bulk-asynchronous
operation writes data from shared memory to global or distributed shared memory,
only the initiating thread can wait for the operation to have completed.
this is accomplished using abulk async-groupbased completion mechanism. a
table describing the completion mechanisms can be found below and in theptx isa.",5
7.29.1.using tma to transfer one-dimensional arrays,#using-tma-to-transfer-one-dimensional-arrays,"7.29.1.using tma to transfer one-dimensional arrays this section demonstrates how to write a simple kernel that read-modify-writes a
one-dimensional array using tma. this shows how to how to load and store data
using bulk-asynchronous copies, as well as how to synchronize threads of
execution with those copies. the code of the kernel is included below. some functionality requires inline ptx
assembly that is currently made available throughlibcu++.
the availability of these wrappers can be
checked with the following code: the kernel goes through the following stages: barrier initialization. the barrier is initialized with the number of
threads participating in the block. as a result, the barrier will flip only if
all threads have arrived on this barrier. shared memory barriers are described
in more detail inasynchronous data copies using cuda::barrier.
to make the initialized barrier visible to subsequent bulk-asynchronous copies, thefence.proxy.async.shared::ctainstruction is used. this instruction ensures that
subsequent bulk-asynchronous copy operations operate on the initialized barrier. tma read. the bulk-asynchronous copy instruction directs the
hardware to copy a large chunk of data into shared memory, and to update thetransaction countof the shared memory barrier after completing the read. in general, issuing as
few bulk copies with as big a size as possible results in the best performance.
because the copy can be performed asynchronously by the hardware, it is not
necessary to split the copy into smaller chunks. the thread that initiates the bulk-asynchronous copy operation arrives at the barrier
usingmbarrier.expect_tx. this is automatically performed bycuda::memcpy_async. this tells the barrier that the thread has
arrived and also how many bytes (tx / transactions) are expected to arrive. only
a single thread has to update the expected transaction count. if multiple
threads update the transaction count, the expected transaction will be the sum
of the updates. the barrier will only flip once all threads have arrivedandall bytes have arrived. once the barrier has flipped, the bytes are safe to read
from shared memory, both by the threads as well as by subsequent
bulk-asynchronous copies. more information about barrier transaction accounting
can be found in theptx isa. barrier wait. waiting for the barrier to flip is done usingmbarrier.try_wait. it can either return true, indicating that the wait is
over, or return false, which may mean that the wait timed out. the while loop
waits for completion, and retries on time-out. smem write and sync. the increment of the buffer values reads and writes to shared
memory. to make the writes visible to subsequent bulk-asynchronous copies, thefence.proxy.async.shared::ctainstruction is used. this orders the writes to
shared memory before subsequent reads from bulk-asynchronous copy operations,
which read through the async proxy. so each thread first orders the writes to
objects in shared memory in the async proxy via thefence.proxy.async.shared::cta, and these operations by all threads are
ordered before the async operation performed in thread 0 using__syncthreads(). tma write and sync. the write from shared to global memory is again
initiated by a single thread. the completion of the write is not tracked by a
shared memory barrier. instead, a thread-local mechanism is used. multiple
writes can be batched into a so-calledbulk async-group. afterwards, the
thread can wait for all operations in this group to have completed reading from
shared memory (as in the code above) or to have completed writing to global
memory, making the writes visible to the initiating thread. for more information,
refer to the ptx isa documentation ofcp.async.bulk.wait_group.
note that the bulk-asynchronous and non-bulk asynchronous copy instructions have
different async-groups: there exist bothcp.async.wait_groupandcp.async.bulk.wait_groupinstructions. the bulk-asynchronous instructions have specific alignment requirements on their source and
destination addresses. more information can be found in the table below.",5
3.2.cublaslt code examples,#cublaslt-code-examples,3.2.cublaslt code examples please visithttps://github.com/nvidia/cudalibrarysamples/tree/master/cublasltfor updated code examples.,3
3.3.cublaslt datatypes reference,#cublaslt-datatypes-reference,3.3.cublaslt datatypes reference,3
7.29.2.using tma to transfer multi-dimensional arrays,#using-tma-to-transfer-multi-dimensional-arrays,"7.29.2.using tma to transfer multi-dimensional arrays the primary difference between the one-dimensional and multi-dimensional case is
that a tensor map must be created on the host and passed to the cuda kernel.
this section describes how to create a tensor map using the cuda driver api, how
to pass it to device, and how to use it on device. driver api. a tensor map is created using thecutensormapencodetileddriver api. this api can be accessed by linking to the driver directly
(-lcuda) or by using thecudagetdriverentrypointapi. below, we show how to get a pointer to thecutensormapencodetiledapi.
for more information, refer todriver entry point access. creation. creating a tensor map requires many parameters. among
them are the base pointer to an array in global memory, the size of the array
(in number of elements), the stride from one row to the next (in bytes), the
size of the shared memory buffer (in number of elements). the code below creates
a tensor map to describe a two-dimensional row-major array of sizegmem_heightxgmem_width. note the order of the parameters: the fastest moving dimension
comes first. host-to-device transfer. a bulk tensor asynchronous operations require the
tensor map to be in immutable memory. this can be achieved by usingconstantmemory or by passing the tensor map as aconst__grid_constant__parameter
to a kernel. when passing the tensor map as a parameter, some versions of the
gcc c++ compiler issue the warning the abi for passing parameters with 64-byte
alignment has changed in gcc 4.6. this warning can be ignored. as an alternative to the__grid_constant__kernel parameter, a globalconstantvariable can be used. an example is included
below. the following example copies the tensor map to global device memory. using a
pointer to a tensor map in global device memory is undefined behavior and will
lead to silent and difficult to track down bugs. use. the kernel below loads a 2d tile of sizesmem_heightxsmem_widthfrom a larger 2d array. the top-left corner of the tile is indicated by the
indicesxandy. the tile is loaded into shared memory, modified, and
written back to global memory. negative indices and out of bounds. when part of the tile that is beingreadfrom global to shared memory is out of bounds, the shared memory that
corresponds to the out of bounds area is zero-filled. the top-left corner
indices of the tile may also be negative. whenwritingfrom shared to global
memory, parts of the tile may be out of bounds, but the top left corner cannot
have any negative indices. size and stride. the size of a tensor is the number of elements along one
dimension. all sizes must be greater than one. the stride is the number of bytes
between elements of the same dimension. for instance, a4 x 4matrix of
integers has sizes 4 and 4. since it has 4 bytes per element, the strides are 4
and 16 bytes. due to alignment requirements, a4 x 3row-major matrix of
integers must have strides of 4 and 16 bytes as well. each row is padded with 4
extra bytes to ensure that the start of the next row is aligned to 16 bytes. for
more information regarding alignment, refer to tablealignment requirements for multi-dimensional bulk tensor asynchronous copy operations in compute capability 9.0..",5
7.30.profiler counter function,#profiler-counter-function,"7.30.profiler counter function each multiprocessor has a set of sixteen hardware counters that an application can increment with a single instruction by calling the__prof_trigger()function. increments by one per warp the per-multiprocessor hardware counter of indexcounter. counters 8 to 15 are reserved and should not be used by applications. the value of counters 0, 1, , 7 can be obtained vianvprofbynvprof--eventsprof_trigger_0xwherexis 0, 1, , 7. all counters are reset before each kernel launch (note that when collecting counters, kernel launches are synchronous as mentioned inconcurrent execution between host and device).",5
7.31.assertion,#assertion,"7.31.assertion assertion is only supported by devices of compute capability 2.x and higher. stops the kernel execution ifexpressionis equal to zero. if the program is run within a debugger, this triggers a breakpoint and the debugger can be used to inspect the current state of the device. otherwise, each thread for whichexpressionis equal to zero prints a message tostderrafter synchronization with the host viacudadevicesynchronize(),cudastreamsynchronize(), orcudaeventsynchronize(). the format of this message is as follows: any subsequent host-side synchronization calls made for the same device will returncudaerrorassert. no more commands can be sent to this device untilcudadevicereset()is called to reinitialize the device. ifexpressionis different from zero, the kernel execution is unaffected. for example, the following program from source filetest.cu will output: assertions are for debugging purposes. they can affect performance and it is therefore recommended to disable them in production code. they can be disabled at compile time by defining thendebugpreprocessor macro before includingassert.h. note thatexpressionshould not be an expression with side effects (something like(++i>0), for example), otherwise disabling the assertion will affect the functionality of the code.",5
7.32.trap function,#trap-function,7.32.trap function a trap operation can be initiated by calling the__trap()function from any device thread. the execution of the kernel is aborted and an interrupt is raised in the host program.,6
7.33.breakpoint function,#breakpoint-function,7.33.breakpoint function execution of a kernel function can be suspended by calling the__brkpt()function from any device thread.,6
7.34.formatted output,#formatted-output,"7.34.formatted output formatted output is only supported by devices of compute capability 2.x and higher. prints formatted output from a kernel to a host-side output stream. the in-kernelprintf()function behaves in a similar way to the standard c-libraryprintf()function, and the user is referred to the host systems manual pages for a complete description ofprintf()behavior. in essence, the string passed in asformatis output to a stream on the host, with substitutions made from the argument list wherever a format specifier is encountered. supported format specifiers are listed below. theprintf()command is executed as any other device-side function: per-thread, and in the context of the calling thread. from a multi-threaded kernel, this means that a straightforward call toprintf()will be executed by every thread, using that threads data as specified. multiple versions of the output string will then appear at the host stream, once for each thread which encountered theprintf(). it is up to the programmer to limit the output to a single thread if only a single output string is desired (seeexamplesfor an illustrative example). unlike the c-standardprintf(), which returns the number of characters printed, cudasprintf()returns the number of arguments parsed. if no arguments follow the format string, 0 is returned. if the format string is null, -1 is returned. if an internal error occurs, -2 is returned.",6
7.34.1.format specifiers,#format-specifiers,"7.34.1.format specifiers as for standardprintf(), format specifiers take the form:%[flags][width][.precision][size]type the following fields are supported (see widely-available documentation for a complete description of all behaviors): note that cudasprintf()will accept any combination of flag, width, precision, size and type, whether or not overall they form a valid format specifier. in other words, %hd will be accepted and printf will expect a double-precision variable in the corresponding location in the argument list.",6
7.34.2.limitations,#limitations,"7.34.2.limitations final formatting of theprintf()output takes place on the host system. this means that the format string must be understood by the host-systems compiler and c library. every effort has been made to ensure that the format specifiers supported by cudas printf function form a universal subset from the most common host compilers, but exact behavior will be host-os-dependent. as described informat specifiers,printf()will acceptallcombinations of valid flags and types. this is because it cannot determine what will and will not be valid on the host system where the final output is formatted. the effect of this is that output may be undefined if the program emits a format string which contains invalid combinations. theprintf()command can accept at most 32 arguments in addition to the format string. additional arguments beyond this will be ignored, and the format specifier output as-is. owing to the differing size of thelongtype on 64-bit windows platforms (four bytes on 64-bit windows platforms, eight bytes on other 64-bit platforms), a kernel which is compiled on a non-windows 64-bit machine but then run on a win64 machine will see corrupted output for all format strings which include %ld. it is recommended that the compilation platform matches the execution platform to ensure safety. the output buffer forprintf()is set to a fixed size before kernel launch (seeassociated host-side api). it is circular and if more output is produced during kernel execution than can fit in the buffer, older output is overwritten. it is flushed only when one of these actions is performed: note that the buffer is not flushed automatically when the program exits. the user must callcudadevicereset()orcuctxdestroy()explicitly, as shown in the examples below. internallyprintf()uses a shared data structure and so it is possible that callingprintf()might change the order of execution of threads. in particular, a thread which callsprintf()might take a longer execution path than one which does not callprintf(), and that path length is dependent upon the parameters of theprintf(). note, however, that cuda makes no guarantees of thread execution order except at explicit__syncthreads()barriers, so it is impossible to tell whether execution order has been modified byprintf()or by other scheduling behavior in the hardware.",6
7.34.3.associated host-side api,#associated-host-side-api,7.34.3.associated host-side api the following api functions get and set the size of the buffer used to transfer theprintf()arguments and internal metadata to the host (default is 1 megabyte):,6
3.3.1.cublasltclustershape_t,#cublasltclustershape-t,"3.3.1.cublasltclustershape_t cublasltclustershape_tis an enumerated type used to configure thread block cluster dimensions. thread block clusters add an optional hierarchical level and are made up of thread blocks. similar to thread blocks, these can be one, two, or three-dimensional. see alsothread block clusters.",3
3.3.2.cublasltepilogue_t,#cublasltepilogue-t,3.3.2.cublasltepilogue_t thecublasltepilogue_tis an enum type to set the postprocessing options for the epilogue. notes:,3
3.3.3.cublaslthandle_t,#cublaslthandle-t,"3.3.3.cublaslthandle_t thecublaslthandle_ttype is a pointer type to an opaque structure holding the cublaslt  library context. usecublasltcreate()to initialize the cublaslt library context and return a handle to an opaque structure holding the cublaslt library context, and usecublasltdestroy()to destroy a previously created cublaslt library context descriptor and release the resources.",3
3.3.4.cublasltloggercallback_t,#cublasltloggercallback-t,3.3.4.cublasltloggercallback_t cublasltloggercallback_tis a callback function pointer type. a callback function can be set usingcublasltloggersetcallback(). parameters:,3
7.34.4.examples,#format-specifier-examples,"7.34.4.examples the following code sample: will output: notice how each thread encounters theprintf()command, so there are as many lines of output as there were threads launched in the grid. as expected, global values (i.e.,floatf) are common between all threads, and local values (i.e.,threadidx.x) are distinct per-thread. the following code sample: will output: self-evidently, theif()statement limits which threads will callprintf, so that only a single line of output is seen.",6
3.3.5.cublasltmatmulalgo_t,#cublasltmatmulalgo-t,3.3.5.cublasltmatmulalgo_t cublasltmatmulalgo_tis an opaque structure holding the description of the matrix multiplication algorithm. this structure can be trivially serialized and later restored for use with the same version of cublas library to save on selecting the right configuration again.,3
3.3.6.cublasltmatmulalgocapattributes_t,#cublasltmatmulalgocapattributes-t,3.3.6.cublasltmatmulalgocapattributes_t cublasltmatmulalgocapattributes_tenumerates matrix multiplication algorithm capability attributes that can be retrieved from an initializedcublasltmatmulalgo_tdescriptor usingcublasltmatmulalgocapgetattribute().,3
3.3.7.cublasltmatmulalgoconfigattributes_t,#cublasltmatmulalgoconfigattributes-t,"3.3.7.cublasltmatmulalgoconfigattributes_t cublasltmatmulalgoconfigattributes_tis an enumerated type that contains the configuration attributes for cublaslt matrix multiply algorithms. the configuration attributes are algorithm-specific, and can be set. the attributes configuration of a given algorithm should agree with its capability attributes. usecublasltmatmulalgoconfiggetattribute()andcublasltmatmulalgoconfigsetattribute()to get and set the attribute value of a matmul algorithm descriptor.",3
3.3.8.cublasltmatmuldesc_t,#cublasltmatmuldesc-t,3.3.8.cublasltmatmuldesc_t thecublasltmatmuldesc_tis a pointer to an opaque structure holding the description of the matrix multiplication operationcublasltmatmul(). a descriptor can be created by callingcublasltmatmuldesccreate()and destroyed by callingcublasltmatmuldescdestroy().,3
3.3.9.cublasltmatmuldescattributes_t,#cublasltmatmuldescattributes-t,3.3.9.cublasltmatmuldescattributes_t cublasltmatmuldescattributes_tis a descriptor structure containing the attributes that define the specifics of the matrix multiply operation. usecublasltmatmuldescgetattribute()andcublasltmatmuldescsetattribute()to get and set the attribute value of a matmul descriptor.,3
3.3.10.cublasltmatmulheuristicresult_t,#cublasltmatmulheuristicresult-t,3.3.10.cublasltmatmulheuristicresult_t cublasltmatmulheuristicresult_tis a descriptor that holds the configured matrix multiplication algorithm descriptor and its runtime properties.,3
3.3.11.cublasltmatmulinnershape_t,#cublasltmatmulinnershape-t,3.3.11.cublasltmatmulinnershape_t cublasltmatmulinnershape_tis an enumerated type used to configure various aspects of the internal kernel design. this does not impact the cuda grid size.,3
3.3.12.cublasltmatmulpreference_t,#cublasltmatmulpreference-t,3.3.12.cublasltmatmulpreference_t thecublasltmatmulpreference_tis a pointer to an opaque structure holding the description of the preferences forcublasltmatmulalgogetheuristic()configuration. usecublasltmatmulpreferencecreate()to create one instance of the descriptor andcublasltmatmulpreferencedestroy()to destroy a previously created descriptor and release the resources.,3
3.3.13.cublasltmatmulpreferenceattributes_t,#cublasltmatmulpreferenceattributes-t,3.3.13.cublasltmatmulpreferenceattributes_t cublasltmatmulpreferenceattributes_tis an enumerated type used to apply algorithm search preferences while fine-tuning the heuristic function. usecublasltmatmulpreferencegetattribute()andcublasltmatmulpreferencesetattribute()to get and set the attribute value of a matmul preference descriptor.,3
3.3.14.cublasltmatmulsearch_t,#cublasltmatmulsearch-t,3.3.14.cublasltmatmulsearch_t cublasltmatmulsearch_tis an enumerated type that contains the attributes for heuristics search type.,3
3.3.15.cublasltmatmultile_t,#cublasltmatmultile-t,3.3.15.cublasltmatmultile_t cublasltmatmultile_tis an enumerated type used to set the tile size inrowsxcolumns.see alsocutlass: fast linear algebra in cuda c++.,3
7.35.dynamic global memory allocation and operations,#dynamic-global-memory-allocation-and-operations,"7.35.dynamic global memory allocation and operations dynamic global memory allocation and operations are only supported by devices of compute capability 2.x and higher. allocate and free memory dynamically from a fixed-size heap in global memory. copysizebytes from the memory location pointed bysrcto the memory location pointed bydest. setsizebytes of memory block pointed byptrtovalue(interpreted as an unsigned char). the cuda in-kernelmalloc()function allocates at leastsizebytes from the device heap and returns a pointer to the allocated memory or null if insufficient memory exists to fulfill the request. the returned pointer is guaranteed to be aligned to a 16-byte boundary. the cuda in-kernel__nv_aligned_device_malloc()function allocates at leastsizebytes from the device heap and returns a pointer to the allocated memory or null if insufficient memory exists to fulfill the requested size or alignment. the address of the allocated memory will be a multiple ofalign.alignmust be a non-zero power of 2. the cuda in-kernelfree()function deallocates the memory pointed to byptr, which must have been returned by a previous call tomalloc()or__nv_aligned_device_malloc(). ifptris null, the call tofree()is ignored. repeated calls tofree()with the sameptrhas undefined behavior. the memory allocated by a given cuda thread viamalloc()or__nv_aligned_device_malloc()remains allocated for the lifetime of the cuda context, or until it is explicitly released by a call tofree(). it can be used by any other cuda threads even from subsequent kernel launches. any cuda thread may free memory allocated by another thread, but care should be taken to ensure that the same pointer is not freed more than once.",5
3.3.16.cublasltmatmulstages_t,#cublasltmatmulstages-t,3.3.16.cublasltmatmulstages_t cublasltmatmulstages_tis an enumerated type used to configure the size and number of shared memory buffers where input elements are staged. number of staging buffers defines kernels pipeline depth.,3
7.35.1.heap memory allocation,#heap-memory-allocation,"7.35.1.heap memory allocation the device memory heap has a fixed size that must be specified before any program usingmalloc(),__nv_aligned_device_malloc()orfree()is loaded into the context. a default heap of eight megabytes is allocated if any program usesmalloc()or__nv_aligned_device_malloc()without explicitly specifying the heap size. the following api functions get and set the heap size: the heap size granted will be at leastsizebytes.cuctxgetlimit()andcudadevicegetlimit()return the currently requested heap size. the actual memory allocation for the heap occurs when a module is loaded into the context, either explicitly via the cuda driver api (seemodule), or implicitly via the cuda runtime api (seecuda runtime). if the memory allocation fails, the module load will generate acuda_error_shared_object_init_failederror. heap size cannot be changed once a module load has occurred and it does not resize dynamically according to need. memory reserved for the device heap is in addition to memory allocated through host-side cuda api calls such ascudamalloc().",5
7.35.2.interoperability with host memory api,#interoperability-with-host-memory-api,"7.35.2.interoperability with host memory api memory allocated via devicemalloc()or__nv_aligned_device_malloc()cannot be freed using the runtime (i.e., by calling any of the free memory functions fromdevice memory). similarly, memory allocated via the runtime (i.e., by calling any of the memory allocation functions fromdevice memory) cannot be freed viafree(). in addition, memory allocated by a call tomalloc()or__nv_aligned_device_malloc()in device code cannot be used in any runtime or driver api calls (i.e. cudamemcpy, cudamemset, etc).",5
7.35.3.examples,#examples-per-thread,7.35.3.examples,9
7.36.execution configuration,#execution-configuration,"7.36.execution configuration any call to a__global__function must specify theexecution configurationfor that call. the execution configuration defines the dimension of the grid and blocks that will be used to execute the function on the device, as well as the associated stream (seecuda runtimefor a description of streams). the execution configuration is specified by inserting an expression of the form<<<dg,db,ns,s>>>between the function name and the parenthesized argument list, where: as an example, a function declared as must be called like this: the arguments to the execution configuration are evaluated before the actual function arguments. the function call will fail ifdgordbare greater than the maximum sizes allowed for the device as specified incompute capabilities, or ifnsis greater than the maximum amount of shared memory available on the device, minus the amount of shared memory required for static allocation. compute capability 9.0 and above allows users to specify compile time thread block cluster dimensions, so that the kernel can use the cluster hierarchy in cuda. compile time cluster dimension can be specified using__cluster_dims__([x,[y,[z]]]). the example below shows compile time cluster size of 2 in x dimension and 1 in y and z dimension. thread block cluster dimensions can also be specified at runtime and kernel with the cluster can be launched usingcudalaunchkernelexapi. the api takes a configuration arugument of typecudalaunchconfig_t, kernel function pointer and kernel arguments. runtime kernel configuration is shown in the example below.",5
7.37.launch bounds,#launch-bounds,"7.37.launch bounds as discussed in detail inmultiprocessor level, the fewer registers a kernel uses, the more threads and thread blocks are likely to reside on a multiprocessor, which can improve performance. therefore, the compiler uses heuristics to minimize register usage while keeping register spilling (seedevice memory accesses) and instruction count to a minimum. an application can optionally aid these heuristics by providing additional information to the compiler in the form of launch bounds that are specified using the__launch_bounds__()qualifier in the definition of a__global__function: if launch bounds are specified, the compiler first derives from them the upper limitlon the number of registers the kernel should use to ensure thatminblockspermultiprocessorblocks (or a single block ifminblockspermultiprocessoris not specified) ofmaxthreadsperblockthreads can reside on the multiprocessor (seehardware multithreadingfor the relationship between the number of registers used by a kernel and the number of registers allocated per block). the compiler then optimizes register usage in the following way: a kernel will fail to launch if it is executed with more threads per block than its launch boundmaxthreadsperblock. a kernel will fail to launch if it is executed with more thread blocks per cluster than its launch boundmaxblockspercluster. per thread resources required by a cuda kernel might limit the maximum block size in an unwanted way. in order to maintain forward compatibility to future hardware and toolkits and to ensure that at least one thread block can run on an sm, developers should include the single argument__launch_bounds__(maxthreadsperblock)which specifies the largest block size that the kernel will be launched with. failure to do so could lead to too many resources requested for launch errors. providing the two argument version of__launch_bounds__(maxthreadsperblock,minblockspermultiprocessor)can improve performance in some cases. the right value forminblockspermultiprocessorshould be determined using a detailed per kernel analysis. optimal launch bounds for a given kernel will usually differ across major architecture revisions. the sample code below shows how this is typically handled in device code using the__cuda_arch__macro introduced inapplication compatibility in the common case wheremykernelis invoked with the maximum number of threads per block (specified as the first parameter of__launch_bounds__()), it is tempting to usemy_kernel_max_threadsas the number of threads per block in the execution configuration: this will not work however since__cuda_arch__is undefined in host code as mentioned inapplication compatibility, somykernelwill launch with 256 threads per block even when__cuda_arch__is greater or equal to 200. instead the number of threads per block should be determined: register usage is reported by the--ptxas-options=-vcompiler option. the number of resident blocks can be derived from the occupancy reported by the cuda profiler (seedevice memory accessesfor a definition of occupancy). the__launch_bounds__()and__maxnreg__()qualifiers cannot be applied to the same kernel. register usage can also be controlled for all__global__functions in a file using themaxrregcountcompiler option. the value ofmaxrregcountis ignored for functions with launch bounds.",5
7.38.maximum number of registers per thread,#maximum-number-of-registers-per-thread,"7.38.maximum number of registers per thread to provide a mechanism for low-level performance tuning, cuda c++ provides the__maxnreg()__function qualifier to pass performance tuning information to the backend optimizing compiler. the__maxnreg__()qualifier specifies the maximum number of registers to be allocated to a single thread in a thread block. in the definition of a__global__function: the__launch_bounds__()and__maxnreg__()qualifiers cannot be applied to the same kernel. register usage can also be controlled for all__global__functions in a file using themaxrregcountcompiler option. the value ofmaxrregcountis ignored for functions with the__maxnreg__qualifier.",5
7.39.pragma unroll,#pragma-unroll,"7.39.pragma unroll by default, the compiler unrolls small loops with a known trip count. thepragmaunrolldirective however can be used to control unrolling of any given loop. it must be placed immediately before the loop and only applies to that loop. it is optionally followed by an integral constant expression (ice)13. if the ice is absent, the loop will be completely unrolled if its trip count is constant. if the ice evaluates to 1, the compiler will not unroll the loop. the pragma will be ignored if the ice evaluates to a non-positive integer or to an integer greater than the maximum value representable by theintdata type. examples:",6
7.40.simd video instructions,#simd-video-instructions,"7.40.simd video instructions ptx isa version 3.0 includes simd (single instruction, multiple data) video instructions which operate on pairs of 16-bit values and quads of 8-bit values. these are available on devices of compute capability 3.0. the simd video instructions are: ptx instructions, such as the simd video instructions, can be included in cuda programs by way of the assembler,asm(), statement. the basic syntax of anasm()statement is: an example of using thevabsdiff4ptx instruction is: this uses thevabsdiff4instruction to compute an integer quad byte simd sum of absolute differences. the absolute difference value is computed for each byte of the unsigned integers a and b in simd fashion. the optional accumulate operation (.add) is specified to sum these differences. refer to the document using inline ptx assembly in cuda for details on using the assembly statement in your code. refer to the ptx isa documentation (parallel thread execution isa version 3.0 for example) for details on the ptx instructions for the version of ptx that you are using.",7
7.41.diagnostic pragmas,#diagnostic-pragmas,"7.41.diagnostic pragmas the following pragmas may be used to control the error severity used when a given diagnostic message is issued. uses of these pragmas have the following form: the diagnostic affected is specified using an error number showed in a warning message. any diagnostic may be overridden to be an error, but only warnings may have their severity suppressed or be restored to a warning after being promoted to an error. thenv_diag_defaultpragma is used to return the severity of a diagnostic to the one that was in effect before any pragmas were issued (i.e., the normal severity of the message as modified by any command-line options). the following example suppresses the""declaredbutneverreferenced""warning on the declaration offoo: the following pragmas may be used to save and restore the current diagnostic pragma state: examples: note that the pragmas only affect the nvcc cuda frontend compiler; they have no effect on the host compiler. removal notice: the support of diagnostic pragmas withoutnv_prefix are removed from cuda 12.0, if the pragmas are inside the device code, warningunrecognizedpragmaindevicecodewill be emitted, otherwise they will be passed to the host compiler. if they are intended for cuda code, use the pragmas withnv_prefix instead.",6
8.cooperative groups,#cooperative-groups,8.cooperative groups,9
8.1.introduction,#introduction-cg,"8.1.introduction cooperative groups is an extension to the cuda programming model, introduced in cuda 9, for organizing groups of communicating threads. cooperative groups allows developers to express the granularity at which threads are communicating, helping them to express richer, more efficient parallel decompositions. historically, the cuda programming model has provided a single, simple construct for synchronizing cooperating threads: a barrier across all threads of a thread block, as implemented with the__syncthreads()intrinsic function. however, programmers would like to define and synchronize groups of threads at other granularities to enable greater performance, design flexibility, and software reuse in the form of collective group-wide function interfaces. in an effort to express broader patterns of parallel interaction, many performance-oriented programmers have resorted to writing their own ad hoc and unsafe primitives for synchronizing threads within a single warp, or across sets of thread blocks running on a single gpu. whilst the performance improvements achieved have often been valuable, this has resulted in an ever-growing collection of brittle code that is expensive to write, tune, and maintain over time and across gpu generations. cooperative groups addresses this by providing a safe and future-proof mechanism to enable performant code.",5
8.2.whats new in cooperative groups,#what-s-new-in-cooperative-groups,8.2.whats new in cooperative groups,9
8.2.1.cuda 12.2,#cuda-12-2,8.2.1.cuda 12.2,0
8.2.2.cuda 12.1,#cuda-12-1,8.2.2.cuda 12.1,0
8.2.3.cuda 12.0,#cuda-12-0,8.2.3.cuda 12.0,0
